Opportunity Title,Opportunity Description,Application Link,Source,Sponsor Status,Name,Last Modified,Created time,Active,sponsorName,sponsorUrl,sponsorIndustry,sponsorBio,sponsorSite,skills,type,category,featured,private,job_description,Location,Deadline,Job Type,Min Salary,Max Salary,Estimated Time to Complete,Token Amount,Token Name,1st Prize,2nd Prize,3rd Prize,Removed Sponsor?,Closed Time Stamp
[Dubai] Senior Backend Engineer (Rust),"Scalable infrastructure for Solana & Web3
",https://jobs.ashbyhq.com/syndica/3c0f0450-9bf9-49a0-9b6c-2027947dee07,Getro,,Syndica - [Dubai] Senior Backend Engineer (Rust),2023-01-20T22:30:22.000Z,2023-01-20T22:30:22.000Z,Yes,Syndica,https://v5.airtableusercontent.com/v1/15/15/1676152800000/FRSkjl74Kw01ZmJcYGqowg/BysXyDivMPmPyV_VCYLmLL0NvUSL_8YFzJ_7TzmXKGZERB98Fg6yhUxx0JcfPo-SjGdG81xKtrVl70O_sVwjrBm3q-7PEsy9pTE7GxLFpF8/xNw8cNP_6L-F2EZpvOhiFIUXa4fLR28yfGIWL0IPtlY,Infrastructure,Scalable infrastructure for Solana & Web3,https://syndica.io/,"['Blockchain Dev', 'Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"






[Dubai] Senior Backend Engineer (Rust) @ Syndica









 








      You need to enable JavaScript to run this app.
    






 
 
",Dubai - United Arab Emirates,,,,,,,,,,,,
Technical Artist,"Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.
",https://www.linkedin.com/jobs/view/technical-artist-at-nyan-heroes-3344841358,Getro,,Nyan Heroes - Technical Artist,2023-01-27T11:30:28.000Z,2023-01-27T11:30:28.000Z,Yes,Nyan Heroes,https://v5.airtableusercontent.com/v1/15/15/1676152800000/ILhHGXdCoqrjR_1erNde6Q/Y54K32rh9VKMU2joVFLZI-oLtbPbt_ZklXDJRpRAPhokFsQ4D67sfedZIOgcx8jihsmjzJi116XdWftzRkCuXkdFyPXHspOUabYHrFQ8dQo/tZs3vCtaE74bN7NVFC5x9VOD_p_J7WOg1HChZDln8_w,Gaming,Nyan Heroes is a F2P Play-And-Earn Battle Royale built on the Solana blockchain.,https://nyanheroes.com/,"['Content', 'Back-End Dev']",Jobs,Jobs,False,False,"



 















Nyan Heroes hiring Technical Artist in EMEA | LinkedIn























 



      Skip to main content
    




LinkedIn







              Technical Artist in Karachi Division
 
Expand search










                  Jobs
                



                  People
                



                  Learning
                












Dismiss






Dismiss
















 





Dismiss









 





Dismiss















Dismiss















      Join now
    

        Sign in
      





 










Technical Artist

Nyan Heroes
EMEA



        Apply
      









Technical Artist






                Nyan Heroes
              


              EMEA
            



        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      1 week ago
  
      



            Over 200 applicants
          









            See who Nyan Heroes has hired for this role
          





        Apply
      

            Save
          
 





Save job



 














        Save this job with your existing LinkedIn profile, or create a new one.
      
          

            
        Your job seeking activity is only visible to you.
      
          



          Email
        










            Continue
          




        Welcome back
      

          
          
        Sign in to save Technical Artist at Nyan Heroes.
      
        
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        





 





 











                      Report this company
                    
    
 






Report



 


          Report




Back
Submit














 

 












Make your positive impact on the future of gamingThe gaming industry is changing at lightning speed. From the growth of free-to-play and battle royale games to the arrival of play-to-earn games and GameFi, the industry is evolving at a rapid pace. Nyan Heroes is at the forefront of this evolution focused on building a AAA battle royale game that is launching its alpha late 2023. To further involve and empower players fairly in every aspect of the game and economy, Nyan Heroes will be leveraging the benefits of the blockchain while also positioning itself as the benchmark for fair, sustainable game development in this space. We aim to lead the advancement of the GameFi industry technologically, ethically, and inspirationally.About the roleWe’re hiring a Tech Artist to focus on pipelines and tools This person will be in charge of developing the backend/pipeline for cutting-edge real-time graphics and technologies. This role will support improving our pipeline and providing artists with the tools they need to streamline and support their production.What you’ll be doingThe Tech Artist will be expected to fulfil the following activities:Improving the pipelines, processes, and workflows for content developmentProviding content developers with support for the department's tools and pipelinesProviding documentation and mentorship to the content development teams in order for them to effectively utilize our tools and technologyCreating sample content to illustrate new workflows and visual enhancementsCollaborating with the content creation teams and supports them with new toolsMaintaining a clean common facility pipeline across various projects (tools, automation, and processes)Keeping up with the latest technological breakthroughs and advancements in the game industryAbout you5+ years of professional production experience with AAA game titlesAbility to assess existing workflows/pipelines and make recommendations for, propose, and execute improvementsA problem solver with a passion for removing roadblocks for artists and empowering them to produce extraordinary quality at scale.Excellent C++ skills and knowledge of Python, PyMEL, PyQt/PySideKnowledge of key DCC application APIs: 3ds Max, Maya (Blender, Houdini a bonus)Experience in writing hlsl/CgFX Shaders is also a huge bonusExperience in Mari or Substance is a bonusAt least 1 Shipped AAA game as a Technical ArtistArtistic background is a plusPassion about gaming, crypto and blockchain technologyAbility to work remotely and independently with flexible hoursStrong communication skillsOptional: you love cats and enjoy our humourFAQsLocation: From anywhere in the world. We are globally remote.Equity/tokens available: YesStart date: ASAPThe StudioWe are a well-funded gaming studio seeking talented, motivated team members to help build an industry-defining title on PC from the ground up. We are gamers ourselves and believe in allowing talented people to express their own creative freedom. We are looking for many experienced industry heroes to help build and craft an AAA-rated game with a unique innovative twist on the standard formula.We currently have more than 60 talented Nyan members across the world with two-thirds of our team coming from AAA-rated gaming studios and titles.In addition to reshaping the future of gaming, we are committed to creating the top gaming studio culture founded on kindness and our love of cats! Nyan Heroes has already donated $250,000 from its first NFT sale towards our mission of saving 1 billion cats.


        Show more

        


        Show less

        






            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Full-time
        



            Job function
          

            Art/Creative
          



            Industries
          

          Computer Games
          
















Referrals increase your chances of interviewing at Nyan Heroes by 2x

              See who you know
            




 



Get notified about new Technical Artist jobs in EMEA.

          Sign in to create job alert
        




 














          Looking for a job?
        

          Visit the Career Advice Hub to see tips on interviewing and resume writing.
        

          View Career Advice Hub
        












LinkedIn

© 2023



          
          About
        
        



          
          Accessibility
        
        



          
          User Agreement
        
        



          
          Privacy Policy
        
        




          
          Cookie Policy
        
        



          
          Copyright Policy
        
        



          
          Brand Policy
        
        



          
            Guest Controls
          
        



          
          Community Guidelines
        
        









                العربية (Arabic)
            




                Čeština (Czech)
            




                Dansk (Danish)
            




                Deutsch (German)
            




English (English)





                Español (Spanish)
            




                Français (French)
            




                हिंदी (Hindi)
            




                Bahasa Indonesia (Bahasa Indonesia)
            




                Italiano (Italian)
            




                日本語 (Japanese)
            




                한국어 (Korean)
            




                Bahasa Malaysia (Malay)
            




                Nederlands (Dutch)
            




                Norsk (Norwegian)
            




                Polski (Polish)
            




                Português (Portuguese)
            




                Română (Romanian)
            




                Русский (Russian)
            




                Svenska (Swedish)
            




                ภาษาไทย (Thai)
            




                Tagalog (Tagalog)
            




                Türkçe (Turkish)
            




                Українська (Ukrainian)
            




                简体中文 (Chinese (Simplified))
            




                正體中文 (Chinese (Traditional))
            




            Language
          





 
 





Create job alert



 



Get email updates for new Technical Artist jobs in EMEA




Dismiss












 


          By creating this job alert, you agree to the LinkedIn User Agreement and Privacy Policy. You can unsubscribe from these emails at any time.
        






Sign in to create more





          Create job alert
        






          Your job alert is set
        

          Click the link in the email we sent to  to verify your email address and activate your job alert.
        



          Done
        




        Welcome back
      

          
        Sign in to create your job alert for Technical Artist jobs in EMEA.
      
        
















          Email or phone
        









          Password
        


Show





 

Forgot password?



          Sign in
        




 





You’re signed out
Sign in for the full experience.

        Sign in
      
 
          Join now
        





































",Europe,,,,,,,,,,,,
Product Lead Web3,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/F02DCEC1A7,Getro,Unassigned,Aldrin - Product Lead Web3,2023-01-07T07:51:23.000Z,2022-10-21T18:30:27.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Growth'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","London, UK",,,,,,,,,,,,
Web3 Business Development Lead,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/01480DEA40,Getro,Unassigned,Aldrin - Web3 Business Development Lead,2023-01-07T07:51:23.000Z,2022-11-28T15:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Other'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","United States,San Francisco, CA, USA",,,,,,,,,,,,
"Tech Lead (Node.js, Golang, Rust Developer) Web3","Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/FD54B52538,Getro,Unassigned,"Aldrin - Tech Lead (Node.js, Golang, Rust Developer) Web3",2023-01-07T07:51:23.000Z,2022-11-28T15:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}","Madrid, Spain",,,,,,,,,,,,
Senior DevOps Engineer Web3 (Part-Time/Contract),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/7AEA23A9A0,Getro,Unassigned,Aldrin - Senior DevOps Engineer Web3 (Part-Time/Contract),2023-01-07T07:51:23.000Z,2022-10-21T18:30:27.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Blockchain Dev', 'Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United States,,,,,,,,,,,,
"Lead Product Manager, Ramps","Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.
",https://boards.greenhouse.io/moonpay/jobs/5494353003,Getro,,"Moonpay - Lead Product Manager, Ramps",2023-01-31T18:30:22.000Z,2023-01-31T18:30:22.000Z,Yes,Moonpay,https://v5.airtableusercontent.com/v1/15/15/1676152800000/5vEBHFa--I4hZ69-VgH8jA/sTLGCl3vYz9VNPfy8rPNRBWMwk2cEDr2YxVwaoRC3E5XzXqPAqMSUB6bX7DMaab2qEIa-NCdFh0H6_RNDGHMoIyPCTEec78zODka8FB7ssI/YJMkuoCNgAMtnAyntUuUYGhNuCGluL-9-8vlJUwgSfM,Wallets and Payments,Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.,https://www.moonpay.com/,['Growth'],Jobs,Jobs,False,False,"




Job Application for Lead Product Manager, Ramps at MoonPay





















      Apply Now
    
Lead Product Manager, Ramps

    at MoonPay
  
(View all jobs)

      Remote, Europe
    


MoonPay is a global team imagining and building the products and culture of tomorrow.
We’re driven by our deep belief that blockchain technology will become the status quo, so we commit all our talent to creating the best web3 experiences for everyone, everywhere.
We rely on our open and inclusive culture to foster speed, innovation and responsibility. Our diverse team is an ongoing inspiration for easy, effective and accessible products.
Join our mission to onboard the world into web3 and empower millions to own, create and share value freely.
MoonPay is looking for a Product Lead to join our Capabilities group. In this role, you will be responsible for leading the development and execution of our on and off ramp product. As a key member of the product team, you will work closely with engineering, design, and other cross-functional teams to deliver best-in-class experiences for our users.
The ideal candidate will have a strong track record of building end-user products that have been used by millions of people. You should also have a deep understanding of UX, conversion optimization, as well as experience working with Web3 and crypto-related products.
 
In this role, you will be responsible for:

Lead the development and execution of our on and off ramps, with a focus on delivering a high converting and user friendly experience.
Define and prioritize product features based on inputs from across the business and your Group PM. 
Collaborating with engineering, design, and other cross-functional teams to deliver delightful and high performing end user products.
Conducting market and user research to inform product decisions.
Analyzing user behavior and conversion data to drive optimization and improve the product
Driving the go-to-market strategy and launch of new products and features

To be successful in this role, you should have:

Self-starter, ability to deliver in a hypergrowth environment
7+ years of experience building and launching end-user products
Strong understanding of Web3 and crypto/blockchain-related products
Experience with conversion optimization and user research
Excellent communication, collaboration, and problem-solving skills
A passion for delivering great user experiences
Comfortable managing, publishing and working with APIs

If you are a self-starter with a proven track record of building successful products, we would love to hear from you. 
Join our team at MoonPay and help us drive the future of Web3 and crypto.
Research has shown that women are less likely than men to apply for this role if they do not have solid experience in 100% of these areas. Please know that this list is indicative and that we would still love to hear from you even if you feel you only are a 75% match. Skills can be learnt, diversity cannot.
We promote a diverse and inclusive culture at MoonPay.
Logistics 🛠 
Unfortunately, we are unable to offer visas of any kind at this time!
Our interview process takes place on Zoom and tends to consist of the following stages:

Intro call with recruiter (30 minutes)
Interview with hiring manager (30 minutes)
Technical screening (60 minutes)
Final interviews (90 minutes)

Please let us know if you require any accommodations for the interview process, and we’ll do our best to provide assistance.
 
 
Our Company Values 🚀

B - Be Humble
L - Lead with Empathy
O - Own It
C - Communicate Clearly
K - Kaizen

Benefits 💰

Stock options 📈
Unlimited holidays 🏝
Paid parental leave 👶 🍼
Home office setup allowance 🪑
Working in a disruptive and fast-growing industry where the possibilities are endless 🚀
Freedom, autonomy and responsibility 💪









Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV
      



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















          Cover Letter
        



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile
    





Website
    





What location are you planning to work from?
    





What is your desired compensation? (please specify currency)
    





Any notes you'd like to share with the hiring manager?
    












 




Powered by 

 
      Read our Privacy Policy





 











",Remote,,,,,,,,,,,,
Senior Unity 3D/Unreal Engine 5 Developer Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/A27310C76F,Getro,Unassigned,Aldrin - Senior Unity 3D/Unreal Engine 5 Developer Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Front-End Dev'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",,,,,,,,,,,,,
BizDev Manager,"Neon enables dApp developers to use Ethereum tooling to scale and get access to Solana
",https://pt.linkedin.com/jobs/view/bizdev-manager-at-neon-labs-3434796557,Getro,,Neon Labs - BizDev Manager,2023-01-27T11:30:27.000Z,2023-01-27T11:30:27.000Z,Yes,Neon Labs,https://v5.airtableusercontent.com/v1/15/15/1676152800000/WjF5_NT2n7b5-P3ViBqOtA/i9pXmO88mi3-iVZlJuzaoqT8s1RZRy0kNV07cZHU-HD36gSRrOLFXolRXgnskUOYYxSq7-PEdoit-xBHwL2PbeAHm5TYIiw3Bvro7IInKEA/SOhzlIjP6QGNDUYSHI8DOngv2BkM5dM-jHtS4HjytVc,Infrastructure,Neon enables dApp developers to use Ethereum tooling to scale and get access to Solana,https://neon-labs.org/,['Other'],Jobs,Jobs,False,False,"



 















Neon Labs está contratando BizDev Manager em: Portugal | LinkedIn























 



      Pular para conteúdo principal
    




LinkedIn







              Gerente em: Karachi Division
 
Expandir pesquisa










                  Vagas
                



                  Pessoas
                



                  Aprendizagem
                












Fechar






Fechar
















 





Fechar









 





Fechar















Fechar















      Cadastre-se
    

        Entrar
      





 










BizDev Manager

Neon Labs
Portugal



        Candidatar-se
      









BizDev Manager






                Neon Labs
              


              Portugal
            



        

    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

    
    
    
    
    
    
    
    
    
    
    
    
    
    

      Há 4 semanas
  
      

          41 candidaturas
        








            Veja quem a Neon Labs contratou para este cargo
          





        Candidatar-se
      

            Salvar
          
 





Salvar vaga



 














        Salve esta vaga com seu perfil atual do LinkedIn ou crie um novo.
      
          

            
        Suas atividades de busca de emprego só são visíveis a você.
      
          



          E-mail
        










            Continuar
          




        Olá novamente
      

          
          
        Entre para salvar BizDev Manager na Neon Labs.
      
        
        
















          E-mail ou telefone
        









          Senha
        


Exibir





 

Esqueceu a senha?



          Entrar
        





 





 











                      Denunciar esta empresa
                    
    
 






Denunciar



 


          Denunciar




Voltar
Enviar














 

 












The ideal candidate for this position will succeed in this role if they have both knowledge and technical depth about the company and the industry. This is essential as they will be a central person in the decision making process, working with multiple individuals across different teams when necessary. As a result, they will also be overseeing specific personnel.  ResponsibilitiesManage daily operations Oversee multiple personnel Help with onboarding and trainingQualificationsBachelor's degree or equivalent experience Microsoft Office (Outlook, Excel, Word, PowerPoint, etc.) Organized Strong leadership skills


        Exibir mais

        


        Exibir menos

        




 

          Tipo de emprego
        

          Tempo integral
        

 














As indicações dobram suas chances de conseguir uma entrevista na Neon Labs

              Veja quem você conhece
            




 



Receba alertas de novas vagas de Gerente em: Portugal.

          Entre para criar um alerta de vaga
        




 















LinkedIn

© 2023



          
          Sobre
        
        



          
          Acessibilidade
        
        



          
          Contrato do Usuário
        
        



          
          Política de Privacidade do LinkedIn
        
        




          
          Política de Cookies
        
        



          
          Política de Direitos Autorais
        
        



          
          Política da Marca
        
        



          
            Controles de visitantes
          
        



          
          Diretrizes da Comunidade
        
        









                العربية (Árabe)
            




                Čeština (Tcheco)
            




                Dansk (Dinamarquês)
            




                Deutsch (Alemão)
            




                English (Inglês)
            




                Español (Espanhol)
            




                Français (Francês)
            




                हिंदी (Hindi)
            




                Bahasa Indonesia (Bahasa Indonésia)
            




                Italiano (Italiano)
            




                日本語 (Japonês)
            




                한국어 (Coreano)
            




                Bahasa Malaysia (Malaio)
            




                Nederlands (Holandês)
            




                Norsk (Norueguês)
            




                Polski (Polonês)
            




Português (Português)





                Română (Romeno)
            




                Русский (Russo)
            




                Svenska (Sueco)
            




                ภาษาไทย (Tailandês)
            




                Tagalog (Tagalog)
            




                Türkçe (Turco)
            




                Українська (Ucraniano)
            




                简体中文 (Chinês (Simplificado))
            




                正體中文 (Chinês (Tradicional))
            




            Idioma
          





 
 





Criar alerta de vaga



 



Receber atualizações por e-mail sobre novas vagas de Gerente em: Portugal




Fechar












 


          Ao criar este alerta de vaga, você aceita o Contrato do Usuário e a Política de Privacidade do LinkedIn. Você pode cancelar a inscrição para receber atualizações por e-mail a qualquer hora.
        






Entre para criar mais





          Crie um alerta de vaga
        






          Seu alerta de vaga foi definido
        

          Clique no link que enviamos por e-mail para  para confirmar seu e-mail e ativar seu alerta de vaga.
        



          Concluído
        




        Olá novamente
      

          
        Entre para criar seu alerta de vaga de Gerente em: Portugal.
      
        
















          E-mail ou telefone
        









          Senha
        


Exibir





 

Esqueceu a senha?



          Entrar
        




 





Sessão encerrada
Entre para acessar o site completo.

        Entrar
      
 
          Cadastre-se agora
        





































",Portugal,,,,,,,,,,,,
Senior DevOps Engineer (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/9D98B0593B,Getro,,Aldrin - Senior DevOps Engineer (Remote),2023-01-18T17:30:22.000Z,2023-01-18T17:30:22.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",United Kingdom,,,,,,,,,,,,
Senior Front-End Developer Web3 (Remote),"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.
",https://apply.workable.com/aldrin/j/7A6388D928,Getro,Unassigned,Aldrin - Senior Front-End Developer Web3 (Remote),2023-01-07T07:51:23.000Z,2022-10-21T18:30:27.000Z,Yes,Aldrin,https://v5.airtableusercontent.com/v1/15/15/1676152800000/oHlKAOfNhX_Py6u-xqSJ2w/4tbdR2UI6SWIByOiN8QyliBK3OfFyCkDlDDtNkJFvhAv7XstQL_EpeqXovTG46hsC3sgsN3zqCrkK5xUi7sk7yHAupq805y69hi7FDnvrYU/xWsBlLe_aSU2RhbMlMV3X3tpdiu6w6m9Y0olDZartqw,DeFi,"Aldrin’s mission is to simplify DeFi and create powerful tools to help all traders succeed, leading to more equality.",https://aldrin.com/,['Front-End Dev'],Jobs,Jobs,False,False,"{""error"":""rate_limit"",""message"":""Too many requests. Please contact us at support@workable.com to be given access to our jobs XML feed.""}",Poland,,,,,,,,,,,,
Senior Full Stack Engineer,"Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.
",https://boards.greenhouse.io/moonpay/jobs/5476091003,Getro,,Moonpay - Senior Full Stack Engineer,2023-01-14T19:30:20.000Z,2023-01-14T19:30:20.000Z,Yes,Moonpay,https://v5.airtableusercontent.com/v1/15/15/1676152800000/5vEBHFa--I4hZ69-VgH8jA/sTLGCl3vYz9VNPfy8rPNRBWMwk2cEDr2YxVwaoRC3E5XzXqPAqMSUB6bX7DMaab2qEIa-NCdFh0H6_RNDGHMoIyPCTEec78zODka8FB7ssI/YJMkuoCNgAMtnAyntUuUYGhNuCGluL-9-8vlJUwgSfM,Wallets and Payments,Building payments infrastructure for crypto. Our on-and-off-ramp suite of products provides a seamless experience for converting between fiat and crypto.,https://www.moonpay.com/,"['Back-End Dev', 'Front-End Dev']",Jobs,Jobs,False,False,"




Job Application for Senior Full Stack Engineer at MoonPay





















      Apply Now
    
Senior Full Stack Engineer

    at MoonPay
  
(View all jobs)

      Lisbon, Portugal
    


MoonPay is a global team imagining and building the products and culture of tomorrow.
We’re driven by our deep belief that blockchain technology will become the status quo, so we commit all our talent to creating the best web3 experiences for everyone, everywhere.
We rely on our open and inclusive culture to foster speed, innovation and responsibility. Our diverse team is an ongoing inspiration for easy, effective and accessible products.
Join our mission to onboard the world into web3 and empower millions to own, create and share value freely.
The Discipline ❤️Our engineering discipline builds the technology that enables MoonPay to learn quickly and scale easily. We organise in small cross-functional squads of 3-5 engineers and an embedded Product Manager, Product Designer and Product Data Analyst. We currently have 3 squads across Payments / Finance, Compliance / Fraud and Core Product / Growth. Over time these squads will split out and we are also building new squads focusing on new revenue streams and product verticals. We’re pragmatic and believe in having fluid structure, this means people can move between teams or specialise.
Tech Stack 💻 

Typescript as our programming language of choice 
Node.JS for our backend platform
GraphQL & REST for communicating between our frontend and backend
TypeORM, TypeDI, Type-GraphQL and Routing-Controllers for our backend libraries
React with Apollo for building our customer facing products
Postgres as our core database
AWS 

What you’ll do 👀

Architect and develop new and existing products and features.
Work with Product Managers to come up with the best solutions and implementation plans for new features or changes to existing ones.
Implement UX and UI in our customer facing app and sometimes design it yourself based on our existing design system and components.
Scale our systems to support our ever growing partner and consumer base. 
Contribute to the estimations, planning and execution of  projects, features, and integrations.
Integrate and work closely with external service providers to ensure smooth operation.
Maintain and improve our existing codebase.
Write fully tested, high quality and performant code on both backend and frontend.

As a Senior you will be expected to:

Mentor and coach Engineers.
Champion the writing of high quality code.
Contribute to our overall approach and standards within the Engineering discipline.
Lead squads from an Engineering perspective, partnering closely with Product Managers. 

You should apply if ✅

You have extensive engineering experience at leading startups or fast growing tech companies.
You are confident developing, releasing and maintaining web applications in a fast paced, iterative environment. 
You’re comfortable working a full stack role on the front and backend.
You have either had experience with some of our tech stack or are confident you can cross train and up skill quickly. 
You’ve got a deep understanding of database structures, theories, principles, and best practices.
You have cloud native experience with AWS or similar e.g Google Cloud
Bonus points if you make open-source contributions or have experience in payments or FinTech.

These are ideal but not all required as we know some people (e.g women) are less likely to apply for the role unless they are 100% qualified. We promote a diverse, equitable and inclusive culture at MoonPay.
Our Company Values 🚀

B - Be Humble
L - Lead with Empathy
O - Own It
C - Communicate Clearly
K - Kaizen

Benefits 💰

Stock options 📈
Unlimited holidays 🏝
Paid parental leave 👶 🍼
Home office setup allowance 🪑
Working in a disruptive and fast-growing industry where the possibilities are endless 🚀
Freedom, autonomy and responsibility 💪









Apply for this Job

* Required
            



First Name *



Last Name *



Email *



Phone












        Resume/CV
      



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















          Cover Letter
        



    Drop files here
  

  
    



Attach
Dropbox
Google Drive
or enter manually
 


    (File types: pdf, doc, docx, txt, rtf)
  

















LinkedIn Profile
    





Website
    





Which city will you work from  *






Do you need a visa to work in Portugal? *



--
Yes
No


Are you a student or an intern? *



--
Yes
No


Tell me about your crypto experience. *













 




Powered by 

 
      Read our Privacy Policy





 











","Remote,Europe",,,,,,,,,,,,
